Project Name,Package Name,Type Name,MethodName,LOC,CC,PC
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,setValue,5,1,1
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,compareTo,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,next,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,next,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,next,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,MapIterator,5,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,hasNext,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,nextIndex,8,2,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,remove,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,entries,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,ensureCapacity,7,2,1
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,size,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,primitiveEntries,8,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,iterator,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,keySet,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,clear,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,getObjectsSortedByValue,9,3,1
berkeley,edu.berkeley.nlp.lm.collections,LongToIntHashMap,copy,9,1,0
berkeley,edu.berkeley.nlp.lm.collections,Entry,Entry,7,1,3
berkeley,edu.berkeley.nlp.lm.collections,Entry,getKey,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Entry,getValue,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Entry,setValue,5,1,1
berkeley,edu.berkeley.nlp.lm.collections,Entry,compareTo,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,EntryIterator,next,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,KeyIterator,next,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,PrimitiveEntryIterator,next,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,MapIterator,MapIterator,5,1,0
berkeley,edu.berkeley.nlp.lm.collections,MapIterator,hasNext,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,MapIterator,nextIndex,8,2,0
berkeley,edu.berkeley.nlp.lm.collections,MapIterator,remove,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,BoundedList,get,5,3,1
berkeley,edu.berkeley.nlp.lm.collections,BoundedList,size,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,BoundedList,BoundedList,5,1,3
berkeley,edu.berkeley.nlp.lm.collections,BoundedList,subList,7,2,2
berkeley,edu.berkeley.nlp.lm.collections,Counter,getDefaultCount,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,setDefaultCount,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,keySet,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,entrySet,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,size,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,isEmpty,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,containsKey,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,getCount,5,2,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,getProbability,8,2,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,normalize,7,2,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,setCount,4,1,2
berkeley,edu.berkeley.nlp.lm.collections,Counter,put,12,3,3
berkeley,edu.berkeley.nlp.lm.collections,Counter,sample,17,4,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,sample,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,removeKey,5,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,removeKeyFromEntries,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,setMaxCount,7,2,2
berkeley,edu.berkeley.nlp.lm.collections,Counter,setMinCount,7,2,2
berkeley,edu.berkeley.nlp.lm.collections,Counter,incrementCount,6,1,2
berkeley,edu.berkeley.nlp.lm.collections,Counter,incrementAll,6,2,2
berkeley,edu.berkeley.nlp.lm.collections,Counter,incrementAll,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,incrementAll,6,2,2
berkeley,edu.berkeley.nlp.lm.collections,Counter,totalCount,12,3,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,getEntriesSortedByIncreasingCount,5,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,getEntriesSortedByDecreasingCount,5,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,argMax,11,3,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,min,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,max,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,maxMinHelp,9,3,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,toString,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,toStringSortedByKeys,16,4,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,Counter,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,Counter,4,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,Counter,4,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,pruneKeysBelowThreshold,11,3,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,getEntrySet,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,isEqualTo,8,2,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,main,14,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,clear,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,setAllCounts,5,2,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,dotProduct,11,4,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,scale,5,2,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,scaledClone,7,2,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,difference,8,2,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,toLogSpace,7,2,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,approxEquals,13,5,2
berkeley,edu.berkeley.nlp.lm.collections,Counter,setDirty,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,values,20,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,iterator,15,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,hasNext,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,next,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,remove,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Counter,prune,5,2,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,pruneExcept,9,4,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,absCounts,7,2,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,EntryValueComparator,4,1,1
berkeley,edu.berkeley.nlp.lm.collections,Counter,compare,3,1,2
berkeley,edu.berkeley.nlp.lm.collections,Counter,putAll,6,2,1
berkeley,edu.berkeley.nlp.lm.collections,EntryValueComparator,EntryValueComparator,4,1,1
berkeley,edu.berkeley.nlp.lm.collections,EntryValueComparator,compare,3,1,2
berkeley,edu.berkeley.nlp.lm.collections,LongRepresentable,asLong,0,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,LongHashSet,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,setLoadFactor,4,1,1
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,LongHashSet,5,1,1
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,toString,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,toSize,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,put,6,2,1
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,rehash,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,rehash,12,3,1
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,putHelp,11,2,2
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,getInitialPos,6,2,2
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,get,4,1,1
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,containsKey,4,1,1
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,find,3,1,2
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,find,12,3,3
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,isEmpty,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,ensureCapacity,6,2,1
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,size,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,clear,4,1,0
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,remove,6,2,1
berkeley,edu.berkeley.nlp.lm.collections,LongHashSet,copy,7,1,0
berkeley,edu.berkeley.nlp.lm.collections,AbstractTMap,createArray,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,AbstractTMap,intern,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,AbstractTMap,defaultFunctionality,3,1,0
berkeley,edu.berkeley.nlp.lm.collections,Functionality,createArray,3,1,1
berkeley,edu.berkeley.nlp.lm.collections,Functionality,intern,3,1,1
